No Tiket,Nama Service,SID,Produk,Bandwith,Tiket Open,Tiket Close,Stop Clock (Durasi),Durasi (Jam),Durasi (Menit),Penyebab,Action,Kategori Layanan,Unit PLN Pengguna,Jenis Gangguan,Detail Gangguan,Lokasi Gangguan,source_file,penyebab_norm,Lokasi_GI,Lokasi_POP,Lokasi_KM,Lokasi_Risiko,kategori_risiko,bulan
EM24WS3N,[UID SUMUT - UP2D] UP2D SUMUT - GH USU (SCADA),1000162975,METRONET,2Mbps,2025-02-20 15:06:00,2025-02-20 15:15:00,0.0,0 days 00:09:00,9.0,GANGGUAN JALUR SEGMENT POP LUBUK SIKAPING - POP KOTA NOPANACTION :REROUTE JALUR,REROUTE JALUR,SCADA NON REDUNDANT,PLN UNIT INDUK DISTRIBUSI SUMATERA UTARA,PUTUS_FO,UNKNOWN,GI: - | POP: - | KM: -,202502.xlsx,gangguan jalur segment pop lubuk sikaping pop kota nopanaction reroute jalur,,,,,,2025-02
EM24WJY9,[UID SUMUT - UP2D] UP2D SUMUT - GH BATANG GADIS (SCADA),1000163258,METRONET,2Mbps,2025-02-20 15:06:00,2025-02-20 15:15:00,0.0,0 days 00:09:00,9.0,GANGGUAN JALUR SEGMENT POP LUBUK SIKAPING - POP KOTA NOPANACTION : REROUTE JALUR,REROUTE JALUR,SCADA NON REDUNDANT,PLN UNIT INDUK DISTRIBUSI SUMATERA UTARA,PUTUS_FO,UNKNOWN,GI: - | POP: - | KM: -,202502.xlsx,gangguan jalur segment pop lubuk sikaping pop kota nopanaction reroute jalur,,,,,,2025-02
EM24W5DB,[UID SUMUT - UP2D] UP2D SUMUT - GH PALSABOLAS SIPIROK (SCADA),1000163259,METRONET,2Mbps,2025-02-20 15:06:00,2025-02-20 15:15:00,0.0,0 days 00:09:00,9.0,GANGGUAN JALUR SEGMENT POP LUBUK SIKAPING - POP KOTA NOPANREROUTE JALUR,REROUTE JALUR,SCADA NON REDUNDANT,PLN UNIT INDUK DISTRIBUSI SUMATERA UTARA,PUTUS_FO,UNKNOWN,GI: - | POP: KOTA NOPANREROUTE JALUR | KM: -,202502.xlsx,gangguan jalur segment pop lubuk sikaping pop kota nopanreroute jalur,,KOTA NOPANREROUTE JALUR,,KOTA NOPANREROUTE JALUR,Low,2025-02
EM24W5CP,[UID SUMUT - UP2D] UP2D SUMUT - GH KUALA TANJUNG (SCADA),1000163263,METRONET,2Mbps,2025-02-20 15:06:00,2025-02-20 15:15:00,0.0,0 days 00:09:00,9.0,GANGGUAN JALUR SEGMENT POP LUBUK SIKAPING - POP KOTA NOPANREROUTE JALUR,REROUTE JALUR,SCADA NON REDUNDANT,PLN UNIT INDUK DISTRIBUSI SUMATERA UTARA,PUTUS_FO,UNKNOWN,GI: - | POP: KOTA NOPANREROUTE JALUR | KM: -,202502.xlsx,gangguan jalur segment pop lubuk sikaping pop kota nopanreroute jalur,,KOTA NOPANREROUTE JALUR,,KOTA NOPANREROUTE JALUR,Low,2025-02
A0057199,[UID SUMUT - UP2D] UP2D SUMUT - GH BINJAI KOTA (SCADA),1000163264,METRONET,2Mbps,2025-02-20 15:06:00,2025-02-20 15:15:00,0.0,0 days 00:09:00,9.0,GANGGUAN JALUR SEGMENT POP LUBUK SIKAPING - POP KOTA NOPANACTION : REROUTE JALUR,REROUTE JALUR,SCADA NON REDUNDANT,PLN UNIT INDUK DISTRIBUSI SUMATERA UTARA,PUTUS_FO,UNKNOWN,GI: - | POP: - | KM: -,202502.xlsx,gangguan jalur segment pop lubuk sikaping pop kota nopanaction reroute jalur,,,,,,2025-02
EM24WGW9,[UID SUMUT - UP2D] UP2D SUMUT - GH HUTAIMBARU G TUA (SCADA),1000163249,METRONET,2Mbps,2025-02-20 15:06:00,2025-02-20 15:15:00,0.0,0 days 00:09:00,9.0,GANGGUAN JALUR SEGMENT POP LUBUK SIKAPING - POP KOTA NOPANREROUTE JALUR,REROUTE JALUR,SCADA NON REDUNDANT,PLN UNIT INDUK DISTRIBUSI SUMATERA UTARA,PUTUS_FO,UNKNOWN,GI: - | POP: KOTA NOPANREROUTE JALUR | KM: -,202502.xlsx,gangguan jalur segment pop lubuk sikaping pop kota nopanreroute jalur,,KOTA NOPANREROUTE JALUR,,KOTA NOPANREROUTE JALUR,Low,2025-02
EM24W5NK,[UID SUMUT - UP2D] UP2D SUMUT - GH KIM 2 (SCADA),1000163000,METRONET,2Mbps,2025-02-20 15:06:00,2025-02-20 15:15:00,0.0,0 days 00:09:00,9.0,GANGGUAN JALUR SEGMENT POP LUBUK SIKAPING - POP KOTA NOPANREROUTE JALUR,REROUTE JALUR,SCADA NON REDUNDANT,PLN UNIT INDUK DISTRIBUSI SUMATERA UTARA,PUTUS_FO,UNKNOWN,GI: - | POP: KOTA NOPANREROUTE JALUR | KM: -,202502.xlsx,gangguan jalur segment pop lubuk sikaping pop kota nopanreroute jalur,,KOTA NOPANREROUTE JALUR,,KOTA NOPANREROUTE JALUR,Low,2025-02
EM24WJX2,[UID SUMUT - UP2D] UP2D SUMUT - GH BINJAI TIMUR (SCADA),1000162998,METRONET,2Mbps,2025-02-20 15:06:00,2025-02-20 15:15:00,0.0,0 days 00:09:00,9.0,GANGGUAN JALUR SEGMENT POP LUBUK SIKAPING - POP KOTA NOPANACTION : REROUTE JALUR,REROUTE JALUR,SCADA NON REDUNDANT,PLN UNIT INDUK DISTRIBUSI SUMATERA UTARA,PUTUS_FO,UNKNOWN,GI: - | POP: - | KM: -,202502.xlsx,gangguan jalur segment pop lubuk sikaping pop kota nopanaction reroute jalur,,,,,,2025-02
EM24W2PJ,[UID SUMUT - UP2D] UP2D SUMUT - GI GUNUNG PARA (SCADA),1000162997,METRONET,2Mbps,2025-02-20 15:06:00,2025-02-20 15:15:00,0.0,0 days 00:09:00,9.0,GANGGUAN JALUR SEGMENT POP LUBUK SIKAPING - POP KOTA NOPANACTION :REROUTE JALUR,REROUTE JALUR,SCADA NON REDUNDANT,PLN UNIT INDUK DISTRIBUSI SUMATERA UTARA,PUTUS_FO,UNKNOWN,GI: - | POP: - | KM: -,202502.xlsx,gangguan jalur segment pop lubuk sikaping pop kota nopanaction reroute jalur,,,,,,2025-02
EM24WGWP,[UID SUMUT - UP2D] UP2D SUMUT - GH KIM 1 (SCADA),1000162999,METRONET,2Mbps,2025-02-20 15:06:00,2025-02-20 15:15:00,0.0,0 days 00:09:00,9.0,GANGGUAN JALUR SEGMENT POP LUBUK SIKAPING - POP KOTA NOPANREROUTE JALUR,REROUTE JALUR,SCADA NON REDUNDANT,PLN UNIT INDUK DISTRIBUSI SUMATERA UTARA,PUTUS_FO,UNKNOWN,GI: - | POP: KOTA NOPANREROUTE JALUR | KM: -,202502.xlsx,gangguan jalur segment pop lubuk sikaping pop kota nopanreroute jalur,,KOTA NOPANREROUTE JALUR,,KOTA NOPANREROUTE JALUR,Low,2025-02
A0057090,[UID SUMUT - UP2D] UP2D SUMUT - GI KOTA PINANG (SCADA),1000163001,METRONET,2Mbps,2025-02-20 15:06:00,2025-02-20 15:15:00,0.0,0 days 00:09:00,9.0,GANGGUAN JALUR SEGMENT POP LUBUK SIKAPING - POP KOTA NOPANACTION :REROUTE JALUR,REROUTE JALUR,SCADA NON REDUNDANT,PLN UNIT INDUK DISTRIBUSI SUMATERA UTARA,PUTUS_FO,UNKNOWN,GI: - | POP: - | KM: -,202502.xlsx,gangguan jalur segment pop lubuk sikaping pop kota nopanaction reroute jalur,,,,,,2025-02
EM24WAA6,[UID SUMUT - UP2D] UP2D SUMUT - GH TAMORA (SCADA),1000163005,METRONET,2Mbps,2025-02-20 15:06:00,2025-02-20 15:15:00,0.0,0 days 00:09:00,9.0,GANGGUAN JALUR SEGMENT POP LUBUK SIKAPING - POP KOTA NOPANACTION :REROUTE JALUR,REROUTE JALUR,SCADA NON REDUNDANT,PLN UNIT INDUK DISTRIBUSI SUMATERA UTARA,PUTUS_FO,UNKNOWN,GI: - | POP: - | KM: -,202502.xlsx,gangguan jalur segment pop lubuk sikaping pop kota nopanaction reroute jalur,,,,,,2025-02
EM24W5ZW,[UID SUMUT - UP2D] UP2D SUMUT - GH LETNAN (SCADA),1000162964,METRONET,2Mbps,2025-02-20 15:06:00,2025-02-20 15:15:00,0.0,0 days 00:09:00,9.0,GANGGUAN JALUR SEGMENT POP LUBUK SIKAPING - POP KOTA NOPANREROUTE JALUR,REROUTE JALUR,SCADA NON REDUNDANT,PLN UNIT INDUK DISTRIBUSI SUMATERA UTARA,PUTUS_FO,UNKNOWN,GI: - | POP: KOTA NOPANREROUTE JALUR | KM: -,202502.xlsx,gangguan jalur segment pop lubuk sikaping pop kota nopanreroute jalur,,KOTA NOPANREROUTE JALUR,,KOTA NOPANREROUTE JALUR,Low,2025-02
EM24W63R,[UID SUMUT - UP2D] GH SINAKSAK,1000163290,METRONET,2Mbps,2025-02-20 15:06:00,2025-02-20 15:15:00,0.0,0 days 00:09:00,9.0,GANGGUAN JALUR SEGMENT POP LUBUK SIKAPING - POP KOTA NOPANACTION : REROUTE JALUR,REROUTE JALUR,SCADA NON REDUNDANT,PLN UNIT INDUK DISTRIBUSI SUMATERA UTARA,PUTUS_FO,UNKNOWN,GI: - | POP: - | KM: -,202502.xlsx,gangguan jalur segment pop lubuk sikaping pop kota nopanaction reroute jalur,,,,,,2025-02
EM24W6E7,[UID SUMUT - UP2D] GH PERUMNAS BATU 6,1000163293,METRONET,2Mbps,2025-02-20 15:06:00,2025-02-20 15:15:00,0.0,0 days 00:09:00,9.0,GANGGUAN JALUR SEGMENT POP LUBUK SIKAPING - POP KOTA NOPANACTION : REROUTE JALUR,REROUTE JALUR,SCADA NON REDUNDANT,PLN UNIT INDUK DISTRIBUSI SUMATERA UTARA,PUTUS_FO,UNKNOWN,GI: - | POP: - | KM: -,202502.xlsx,gangguan jalur segment pop lubuk sikaping pop kota nopanaction reroute jalur,,,,,,2025-02
EM24WPBR,[UID SUMUT - UP2D] UP2D SUMUT - GI LISTRIK (SCADA),1000162894,METRONET,2Mbps,2025-02-20 15:06:00,2025-02-20 15:15:00,0.0,0 days 00:09:00,9.0,GANGGUAN JALUR SEGMENT POP LUBUK SIKAPING - POP KOTA NOPANACTION :REROUTE JALUR,REROUTE JALUR,SCADA NON REDUNDANT,PLN UNIT INDUK DISTRIBUSI SUMATERA UTARA,PUTUS_FO,UNKNOWN,GI: - | POP: - | KM: -,202502.xlsx,gangguan jalur segment pop lubuk sikaping pop kota nopanaction reroute jalur,,,,,,2025-02
EM24WHKA,[UID SUMUT - UP2D] UP2D SUMUT - GH PINTU PADANG (SCADA),1000163248,METRONET,2Mbps,2025-02-20 15:06:00,2025-02-20 15:15:00,0.0,0 days 00:09:00,9.0,GANGGUAN JALUR SEGMENT POP LUBUK SIKAPING - POP KOTA NOPANACTION :REROUTE JALUR,REROUTE JALUR,SCADA NON REDUNDANT,PLN UNIT INDUK DISTRIBUSI SUMATERA UTARA,PUTUS_FO,UNKNOWN,GI: - | POP: - | KM: -,202502.xlsx,gangguan jalur segment pop lubuk sikaping pop kota nopanaction reroute jalur,,,,,,2025-02
EM24WGQD,[UID SUMUT - UP2D] UP2D SUMUT - GI PADANG SIDEMPUAN (SCADA),1000163260,METRONET,2Mbps,2025-02-20 15:06:00,2025-02-20 15:15:00,0.0,0 days 00:09:00,9.0,GANGGUAN JALUR SEGMENT POP LUBUK SIKAPING - POP KOTA NOPANACTION :REROUTE JALUR,REROUTE JALUR,SCADA NON REDUNDANT,PLN UNIT INDUK DISTRIBUSI SUMATERA UTARA,PUTUS_FO,UNKNOWN,GI: - | POP: - | KM: -,202502.xlsx,gangguan jalur segment pop lubuk sikaping pop kota nopanaction reroute jalur,,,,,,2025-02
EM24WG8Y,[UID SUMUT - UP2D] UP2D SUMUT - GI PEMATANG SIANTAR (SCADA),1000163261,METRONET,2Mbps,2025-02-20 15:06:00,2025-02-20 15:15:00,0.0,0 days 00:09:00,9.0,GANGGUAN JALUR SEGMENT POP LUBUK SIKAPING - POP KOTA NOPANACTION :REROUTE JALUR,REROUTE JALUR,SCADA NON REDUNDANT,PLN UNIT INDUK DISTRIBUSI SUMATERA UTARA,PUTUS_FO,UNKNOWN,GI: - | POP: - | KM: -,202502.xlsx,gangguan jalur segment pop lubuk sikaping pop kota nopanaction reroute jalur,,,,,,2025-02
EM24WH2M,[UID SUMUT - UP2D] UP2D SUMUT - GI RANTAU PRAPAT (SCADA),1000163262,METRONET,2Mbps,2025-02-20 15:06:00,2025-02-20 15:15:00,0.0,0 days 00:09:00,9.0,GANGGUAN JALUR SEGMENT POP LUBUK SIKAPING - POP KOTA NOPANACTION :REROUTE JALUR,REROUTE JALUR,SCADA NON REDUNDANT,PLN UNIT INDUK DISTRIBUSI SUMATERA UTARA,PUTUS_FO,UNKNOWN,GI: - | POP: - | KM: -,202502.xlsx,gangguan jalur segment pop lubuk sikaping pop kota nopanaction reroute jalur,,,,,,2025-02
EM24WPM5,[UID SUMUT] COMMAND CENTER (WAN OFFICE),1000072206,IP VPN,5Mbps,2025-02-20 15:06:00,2025-02-20 15:15:00,0.0,0 days 00:09:00,9.0,GANGGUAN JALUR SEGMENT POP LUBUK SIKAPING - POP KOTA NOPANACTION :REROUTE JALUR,REROUTE JALUR,NON SCADA,PLN UNIT INDUK DISTRIBUSI SUMATERA UTARA,PUTUS_FO,UNKNOWN,GI: - | POP: - | KM: -,202502.xlsx,gangguan jalur segment pop lubuk sikaping pop kota nopanaction reroute jalur,,,,,,2025-02
EM24WSGR,[UIP3BS - UPT MEDAN] GI SEI ROTAN (WAN OFFICE),990000320497136,IP VPN,1Mbps,2025-02-20 15:06:00,2025-02-20 15:15:00,0.0,0 days 00:09:00,9.0,GANGGUAN JALUR SEGMENT POP LUBUK SIKAPING - POP KOTA NOPANACTION :REROUTE JALUR,REROUTE JALUR,NON SCADA,PLN UNIT INDUK P3B SUMATERA,PUTUS_FO,UNKNOWN,GI: - | POP: - | KM: -,202502.xlsx,gangguan jalur segment pop lubuk sikaping pop kota nopanaction reroute jalur,,,,,,2025-02
EM24W28Z,[UID SUMUT - UP3 RANTAU PRAPAT] ULP KOTA PINANG,1000117334,IP VPN,1Mbps,2025-02-20 15:06:00,2025-02-20 15:15:00,0.0,0 days 00:09:00,9.0,GANGGUAN JALUR SEGMENT POP LUBUK SIKAPING - POP KOTA NOPANACTION :REROUTE JALUR,REROUTE JALUR,NON SCADA,PLN UNIT INDUK DISTRIBUSI SUMATERA UTARA,PUTUS_FO,UNKNOWN,GI: - | POP: - | KM: -,202502.xlsx,gangguan jalur segment pop lubuk sikaping pop kota nopanaction reroute jalur,,,,,,2025-02
EM24W3VU,[UIP3BS - UPT MEDAN] GI PANGKALAN BRANDAN (SCADA),990000020263591,IP VPN,1Mbps,2025-02-20 15:06:00,2025-02-20 15:15:00,0.0,0 days 00:09:00,9.0,GANGGUAN JALUR SEGMENT POP LUBUK SIKAPING - POP KOTA NOPANACTION :REROUTE JALUR,REROUTE JALUR,SCADA NON REDUNDANT,PLN UNIT INDUK P3B SUMATERA,PUTUS_FO,UNKNOWN,GI: - | POP: - | KM: -,202502.xlsx,gangguan jalur segment pop lubuk sikaping pop kota nopanaction reroute jalur,,,,,,2025-02
EM24WSPY,[UIP3BS - UPT MEDAN] GI PERBAUNGAN (SCADA),990000020271732,IP VPN,1Mbps,2025-02-20 15:06:00,2025-02-20 15:15:00,0.0,0 days 00:09:00,9.0,GANGGUAN JALUR SEGMENT POP LUBUK SIKAPING - POP KOTA NOPANACTION :REROUTE JALUR,REROUTE JALUR,SCADA NON REDUNDANT,PLN UNIT INDUK P3B SUMATERA,PUTUS_FO,UNKNOWN,GI: - | POP: - | KM: -,202502.xlsx,gangguan jalur segment pop lubuk sikaping pop kota nopanaction reroute jalur,,,,,,2025-02
EM2DEXYW,[UIP3BS - UPT MEDAN] GIS GLUGUR (WAN OFFICE),990000320497126,IP VPN,1Mbps,2025-02-20 15:06:00,2025-02-20 15:15:00,0.0,0 days 00:09:00,9.0,GANGGUAN JALUR SEGMENT POP LUBUK SIKAPING - POP KOTA NOPAN  TERKAIT :  INSIDEN NO. 25022307035,REROUTE JALUR,NON SCADA,PLN UNIT INDUK P3B SUMATERA,PUTUS_FO,UNKNOWN,GI: - | POP: - | KM: -,202502.xlsx,gangguan jalur segment pop lubuk sikaping pop kota nopan terkait insiden no 25022307035,,,,,,2025-02
EM24WD36,[UIP3BS - UPT MEDAN] GIS GLUGUR (WAN OFFICE),990000320497126,IP VPN,1Mbps,2025-02-20 15:06:00,2025-02-20 15:15:00,0.0,0 days 00:09:00,9.0,GANGGUAN JALUR SEGMENT POP LUBUK SIKAPING - POP KOTA NOPANACTION :REROUTE JALUR,REROUTE JALUR,NON SCADA,PLN UNIT INDUK P3B SUMATERA,PUTUS_FO,UNKNOWN,GI: - | POP: - | KM: -,202502.xlsx,gangguan jalur segment pop lubuk sikaping pop kota nopanaction reroute jalur,,,,,,2025-02
EM24WA8N,[UIP3BS - UPT MEDAN] GI PAYA GELI (WAN OFFICE),990000320497132,IP VPN,1Mbps,2025-02-20 15:06:00,2025-02-20 15:15:00,0.0,0 days 00:09:00,9.0,GANGGUAN JALUR SEGMENT POP LUBUK SIKAPING - POP KOTA NOPANACTION :REROUTE JALUR,REROUTE JALUR,NON SCADA,PLN UNIT INDUK P3B SUMATERA,PUTUS_FO,UNKNOWN,GI: - | POP: - | KM: -,202502.xlsx,gangguan jalur segment pop lubuk sikaping pop kota nopanaction reroute jalur,,,,,,2025-02
EM2DEKGB,[UIP3BS - UPT MEDAN] GI PAYA GELI (WAN OFFICE),990000320497132,IP VPN,1Mbps,2025-02-20 15:06:00,2025-02-20 15:15:00,0.0,0 days 00:09:00,9.0,GANGGUAN JALUR SEGMENT POP LUBUK SIKAPING - POP KOTA NOPAN ACTION :REROUTE JALUR  TERKAIT :  INSIDEN NO. 25022307035 BACKBONE - BB DWDM HUAWEI NOPAN SIKAPING,REROUTE JALUR,NON SCADA,PLN UNIT INDUK P3B SUMATERA,PUTUS_FO,UNKNOWN,GI: - | POP: KOTA NOPAN | KM: -,202502.xlsx,gangguan jalur segment pop lubuk sikaping pop kota nopan action reroute jalur terkait insiden no 25022307035 backbone bb dwdm huawei nopan sikaping,,KOTA NOPAN,,KOTA NOPAN,High,2025-02
EM2DE8ED,[UIP3BS - UPT MEDAN] GI PAYA PASIR (WAN OFFICE),990000320497134,IP VPN,1Mbps,2025-02-20 15:06:00,2025-02-20 15:15:00,0.0,0 days 00:09:00,9.0,GANGGUAN JALUR SEGMENT POP LUBUK SIKAPING - POP KOTA NOPAN ACTION :REROUTE JALUR  TERKAIT :  INSIDEN NO. 25022307035,REROUTE JALUR,NON SCADA,PLN UNIT INDUK P3B SUMATERA,PUTUS_FO,UNKNOWN,GI: - | POP: KOTA NOPAN | KM: -,202502.xlsx,gangguan jalur segment pop lubuk sikaping pop kota nopan action reroute jalur terkait insiden no 25022307035,,KOTA NOPAN,,KOTA NOPAN,High,2025-02
EM24WAM4,[UIP3BS - UPT MEDAN] GI PAYA PASIR (WAN OFFICE),990000320497134,IP VPN,1Mbps,2025-02-20 15:06:00,2025-02-20 15:15:00,0.0,0 days 00:09:00,9.0,GANGGUAN JALUR SEGMENT POP LUBUK SIKAPING - POP KOTA NOPANACTION :REROUTE JALUR,REROUTE JALUR,NON SCADA,PLN UNIT INDUK P3B SUMATERA,PUTUS_FO,UNKNOWN,GI: - | POP: - | KM: -,202502.xlsx,gangguan jalur segment pop lubuk sikaping pop kota nopanaction reroute jalur,,,,,,2025-02
EM24WDSK,[UIP3BS - UPT MEDAN] UPT MEDAN,10000036240006,IP VPN,6Mbps,2025-02-20 15:06:00,2025-02-20 15:15:00,0.0,0 days 00:09:00,9.0,GANGGUAN JALUR SEGMENT POP LUBUK SIKAPING - POP KOTA NOPANACTION :REROUTE JALUR,REROUTE JALUR,NON SCADA,PLN UNIT INDUK P3B SUMATERA,PUTUS_FO,UNKNOWN,GI: - | POP: - | KM: -,202502.xlsx,gangguan jalur segment pop lubuk sikaping pop kota nopanaction reroute jalur,,,,,,2025-02
A0056965,[UIP3BS - UPT MEDAN] GI LAMHOTMA (SCADA),10000036240011,IP VPN,1Mbps,2025-02-20 15:06:00,2025-02-20 15:15:00,0.0,0 days 00:09:00,9.0,GANGGUAN JALUR SEGMENT POP LUBUK SIKAPING - POP KOTA NOPANACTION :REROUTE JALUR,REROUTE JALUR,SCADA NON REDUNDANT,PLN UNIT INDUK P3B SUMATERA,PUTUS_FO,UNKNOWN,GI: - | POP: - | KM: -,202502.xlsx,gangguan jalur segment pop lubuk sikaping pop kota nopanaction reroute jalur,,,,,,2025-02
EM2DEVQ2,[UIP3BS - UPT PADANG SIDEMPUAN] GI AEK KANOPAN,10000036240018,IP VPN,2Mbps,2025-02-20 15:06:00,2025-02-20 15:15:00,0.0,0 days 00:09:00,9.0,GANGGUAN JALUR SEGMENT POP LUBUK SIKAPING - POP KOTA NOPAN ACTION :REROUTE JALUR  TERKAIT :  INSIDEN NO. 25022307035,REROUTE JALUR,NON SCADA,PLN UNIT INDUK P3B SUMATERA,PUTUS_FO,UNKNOWN,GI: - | POP: KOTA NOPAN | KM: -,202502.xlsx,gangguan jalur segment pop lubuk sikaping pop kota nopan action reroute jalur terkait insiden no 25022307035,,KOTA NOPAN,,KOTA NOPAN,High,2025-02
EM2DENFC,[UIP3BS - UPT PEMATANG SIANTAR] UPT PEMATANG SIANTAR,10000036240023,IP VPN,6Mbps,2025-02-20 15:06:00,2025-02-20 15:15:00,0.0,0 days 00:09:00,9.0,GANGGUAN JALUR SEGMENT POP LUBUK SIKAPING - POP KOTA NOPAN ACTION :REROUTE JALUR  TERKAIT :  INSIDEN NO. 25022307035,REROUTE JALUR,NON SCADA,PLN UNIT INDUK P3B SUMATERA,PUTUS_FO,UNKNOWN,GI: - | POP: KOTA NOPAN | KM: -,202502.xlsx,gangguan jalur segment pop lubuk sikaping pop kota nopan action reroute jalur terkait insiden no 25022307035,,KOTA NOPAN,,KOTA NOPAN,High,2025-02
EM2DEGHN,[UIP3BS - UPT MEDAN] GI TANJUNG MORAWA,990000020271735,IP VPN,1Mbps,2025-02-20 15:06:00,2025-02-20 15:15:00,0.0,0 days 00:09:00,9.0,GANGGUAN JALUR SEGMENT POP LUBUK SIKAPING - POP KOTA NOPAN ACTION :REROUTE JALUR TERKAIT  INSIDEN NO. 25022307035 BACKBONE - BB DWDM HUAWEI NOPAN SIKAPING,REROUTE JALUR,NON SCADA,PLN UNIT INDUK P3B SUMATERA,PUTUS_FO,UNKNOWN,GI: - | POP: KOTA NOPAN | KM: -,202502.xlsx,gangguan jalur segment pop lubuk sikaping pop kota nopan action reroute jalur terkait insiden no 25022307035 backbone bb dwdm huawei nopan sikaping,,KOTA NOPAN,,KOTA NOPAN,High,2025-02
EM24WSM7,[UIP3BS - UPT MEDAN] GI TANJUNG MORAWA,990000020271735,IP VPN,1Mbps,2025-02-20 15:06:00,2025-02-20 15:15:00,0.0,0 days 00:09:00,9.0,GANGGUAN JALUR SEGMENT POP LUBUK SIKAPING - POP KOTA NOPANACTION :REROUTE JALUR,REROUTE JALUR,NON SCADA,PLN UNIT INDUK P3B SUMATERA,PUTUS_FO,UNKNOWN,GI: - | POP: - | KM: -,202502.xlsx,gangguan jalur segment pop lubuk sikaping pop kota nopanaction reroute jalur,,,,,,2025-02
EM2DRRXG,[UIP3BS - UPT PEMATANG SIANTAR] GI TARUTUNG,990000020263596,IP VPN,1Mbps,2025-02-20 15:06:00,2025-02-20 15:15:00,0.0,0 days 00:09:00,9.0,GANGGUAN JALUR SEGMENT POP LUBUK SIKAPING - POP KOTA NOPAN ACTION :REROUTE JALUR  TERKAIT :  INSIDEN NO. 25022307035,REROUTE JALUR,NON SCADA,PLN UNIT INDUK P3B SUMATERA,PUTUS_FO,UNKNOWN,GI: - | POP: KOTA NOPAN | KM: -,202502.xlsx,gangguan jalur segment pop lubuk sikaping pop kota nopan action reroute jalur terkait insiden no 25022307035,,KOTA NOPAN,,KOTA NOPAN,High,2025-02
EM24WPKV,[UIP3BS - UPT MEDAN] GI DENAI (SCADA),990000020271736,IP VPN,1Mbps,2025-02-20 15:06:00,2025-02-20 15:15:00,0.0,0 days 00:09:00,9.0,GANGGUAN JALUR SEGMENT POP LUBUK SIKAPING - POP KOTA NOPANACTION : REROUTE JALUR,REROUTE JALUR,SCADA NON REDUNDANT,PLN UNIT INDUK P3B SUMATERA,PUTUS_FO,UNKNOWN,GI: - | POP: - | KM: -,202502.xlsx,gangguan jalur segment pop lubuk sikaping pop kota nopanaction reroute jalur,,,,,,2025-02
EM2DE5LN,[UIP3BS - UPT MEDAN] GI DENAI (SCADA),990000020271736,IP VPN,1Mbps,2025-02-20 15:06:00,2025-02-20 15:15:00,0.0,0 days 00:09:00,9.0,PENYEBAB : GANGGUAN JALUR SEGMENT POP LUBUK SIKAPING - POP KOTA NOPAN ACTION :REROUTE JALUR INSIDEN NO. 25022307035 BACKBONE - BB DWDM HUAWEI NOPAN SIKAPING,REROUTE JALUR,SCADA NON REDUNDANT,PLN UNIT INDUK P3B SUMATERA,PUTUS_FO,UNKNOWN,GI: - | POP: KOTA NOPAN | KM: -,202502.xlsx,penyebab gangguan jalur segment pop lubuk sikaping pop kota nopan action reroute jalur insiden no 25022307035 backbone bb dwdm huawei nopan sikaping,,KOTA NOPAN,,KOTA NOPAN,High,2025-02
EM24WA34,[UID SUMUT] UP3 MEDAN,10000027240002,IP VPN,5Mbps,2025-02-20 15:06:00,2025-02-20 15:15:00,0.0,0 days 00:09:00,9.0,GANGGUAN JALUR SEGMENT POP LUBUK SIKAPING - POP KOTA NOPANACTION :REROUTE JALUR,REROUTE JALUR,NON SCADA,PLN UNIT INDUK DISTRIBUSI SUMATERA UTARA,PUTUS_FO,UNKNOWN,GI: - | POP: - | KM: -,202502.xlsx,gangguan jalur segment pop lubuk sikaping pop kota nopanaction reroute jalur,,,,,,2025-02
EM2DEBGB,[UIP3BS - UPT PADANG SIDEMPUAN] GI PANYABUNGAN,1000095407,IP VPN,1Mbps,2025-02-20 15:06:00,2025-02-20 15:15:00,0.0,0 days 00:09:00,9.0,GANGGUAN JALUR SEGMENT POP LUBUK SIKAPING - POP KOTA NOPAN ACTION :REROUTE JALUR  TERKAIT :  INSIDEN NO. 25022307035,REROUTE JALUR,NON SCADA,PLN UNIT INDUK P3B SUMATERA,PUTUS_FO,UNKNOWN,GI: - | POP: KOTA NOPAN | KM: -,202502.xlsx,gangguan jalur segment pop lubuk sikaping pop kota nopan action reroute jalur terkait insiden no 25022307035,,KOTA NOPAN,,KOTA NOPAN,High,2025-02
A0056790,[UID SUMUT - UP3 PADANG SIDEMPUAN] ULP NATAL (GEDUNG BARU),111205024971,IP VPN,1Mbps,2025-02-20 15:06:00,2025-02-20 15:15:00,0.0,0 days 00:09:00,9.0,GANGGUAN : GANGGUAN JALUR SEGMENT AREA POP LUBUK SIKAPING - POP KOTA NOPANACTION : REROUTE JALUR,REROUTE JALUR,NON SCADA,PLN UNIT INDUK DISTRIBUSI SUMATERA UTARA,PUTUS_FO,UNKNOWN,GI: - | POP: - | KM: -,202502.xlsx,gangguan gangguan jalur segment area pop lubuk sikaping pop kota nopanaction reroute jalur,,,,,,2025-02
